kategorie(),procent rabatu,"cechy(A:wartosc,B:)",nazwa,cena brutto,opis,adres zdjecia,produkt wirtualny
"Strona główna,lato 2021,tunezja",25,"Data rozpoczęcia:czw. 17.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Vincci Rosa Beach (ex Sentido Rosa Beach),2 419,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Monastir</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Estetyczne pomieszczenia recepcyjne, restauracje i pokoje utrzymane w nowoczesnym stylu z tradycyjnymi lokalnymi detalami, łączą wysoki standard z elegancją. Przestronne i komfortowe pokoje są idealne dla rodzin z dziećmi. Bliskość plaży, ładny basen i wiele urządzeń rekreacyjnych gwarantują powrót do domu w znakomitej formie. Goście doceniają profesjonalną obsługę oraz bogatą i urozmaiconą kuchnię z wieczorami tematycznymi.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 5 km od centrum MONASTIRU (taksówka: ok. 5 TND), w dzielnicy hotelowej Skanes; ok. 18 km od Sousse (taksówka: ok. 15 TND); ok. 2 km od lotniska w Monastirze, ok. 56 km od lotniska w Enfidha; przystanek autobusowy ok. 100 m od hotelu; w pobliżu hotelu pola golfowe Flamingo (7 km) i Palm Links (10 km).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBEROSA/VITX/miniature650x367/tunezja/monastir/monastyr/vincci-rosa-beach-(ex-sentido-rosa-beach)_0.jpg?datago=1&t=637437301498926719,1
"Strona główna,lato 2021,tunezja",26,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",El Mouradi Djerba Menzel,2 389,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Djerba</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Należy do popularnej tunezyjskiej grupy El Mouradi znanej z dobrego standardu hoteli, oferujących wiele atrakcji sportowych. Zadbany i sympatyczny, przyjazny dla rodzin, z przemiłą obsługą, jest świetnym miejscem na kompletne oderwanie się od świata i wakacje w pięknej, oryginalnej scenerii. Duży ogród z palmami i bungalowy ""menzel"" w typowo djerbańskim stylu dodają malowniczości i egzotycznego klimatu. Goście doceniają hotelową kuchnię z pysznymi deserami i swobodną, wakacyjną atmosferę. Zdecydowanie wart swojej ceny!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w strefie turystycznej, ok. 1 km od minimarketu, ok. 6 km od MIDOUN (taksówka: ok. 4 TND), ok. 25 km od Houmt Souk - stolicy Djerby (taksówka: ok. 15 TND); ok. 33 km od lotniska Djerba-Zarzis.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/DJEMENZ/VITX/miniature650x367/tunezja/djerba/aghir-(djerba)/el-mouradi-djerba-menzel_0.jpg?datago=1&t=637434148376147500,1
"Strona główna,lato 2021,tunezja",29,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Fiesta Beach (Midoun),2 409,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Djerba</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Stylizowany na tunezyjską wioskę składa sie z wielu 2-piętrowych budynków położonych w palmowym gaju. Do piaszczystej plaży z bezpłatnym serwisem jest kilka kroków, na miejscu jest kilka basenów zewnętrznych i 2 baseny kryte, 3 restauracje i kilka barów, w tym swim-up. O dobre samopoczucie Gości dba profesjonalny zespół animatorów. Na najmłodszych czekają zabawy w miniklubie, a dorośli chętnie zrelaksują się w hotelowym centrum spa. Świetna propozycja na aktywne wakacje!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 10 km od MIDOUN, najbliższe sklepy i bary ok. 400 m od hotelu, ok. 8 km od farmy krokodyli, ok. 15 km od Houmt Souk; ok. 25 km od lotniska Djerba-Zarzis.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/DJEFIES/VITX/miniature650x367/tunezja/djerba/midun/fiesta-beach-(midoun)_0.jpg?datago=1&t=637434638227217735,1
"Strona główna,lato 2021,tunezja",23,"Data rozpoczęcia:czw. 17.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Vincci Nozha Beach,2 369,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Hammamet</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Przestronny, komfortowy i nowoczesny obiekt hotelowy, zapewniający udany wypoczynek rodzinom z dziećmi, ludziom młodym oraz wszystkim amatorom aktywnego wypoczynku i zabawy. Bezpośrednie sąsiedztwo piaszczystej plaży, liczne udogodnienia i atrakcje dla dzieci, bogate zaplecze sportowo-animacyjne, centrum spa oraz ciekawa oferta all inclusive pozwolą Gościom przeżyć niezapomniany urlop.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w północnej części HAMMAMETU, ok. 6 km od centrum miejscowości (dojazd taksówką do centrum ok. 8 TND); 110 km od lotniska w Monastirze, ok. 58 km od lotniska w Enfidha.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBENOHZ/VITX/miniature650x367/tunezja/hammamet/hammamet/vincci-nozha-beach_0.jpg?datago=1&t=637434785450435312,1
"Strona główna,lato 2021,tunezja",25,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Marhaba Salem,2 079,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Sousse</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony na terenie siedmiohektarowego ogrodu, nawiązuje do tradycyjnej architektury tunezyjskiej. Hotel znajduje się w połowie drogi między medyną w Sousse a znanym centrum turystycznym Port El Kantaoui. Usytuowany bezpośrednio przy plaży, jest znakomitym rozwiązaniem zarówno dla rodzin, jak i amatorów sportów wodnych. Goście mogą korzystać z basenów sąsiedniego hotelu Marhaba Royal Salem.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w turystycznej części SOUSSE, w rozległym ogrodzie, obok hotelu Marhaba Royal Salem, 4 km od medyny w Sousse oraz pełnego sklepów, barów i restauracji centrum miasta (dojazd taksówką ok. 4 TND); 4 km od Port El Kantaoui (dojazd taksówką ok. 4 TND); 23 km od lotniska w Monastirze, ok. 45 km od lotniska w Enfidha.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBEMASA/VITX/miniature650x367/tunezja/sousse/sousse/marhaba-salem_0.jpg?datago=1&t=637435173697636641,1
"Strona główna,lato 2021,tunezja",26,"Data rozpoczęcia:czw. 09.09.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",El Mouradi Hammamet,2 359,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Hammamet</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Świetna propozycja dla rodzin ceniących aktywny wypoczynek! Doskonale położony, tuż przy hotelowej, piaszczystej plaży, spodoba się entuzjastom południowego słońca, a 3 fantastyczne, rozległe baseny ze zjeżdżalniami i brodzikami podbiją serca dużych i małych. Warto również zajrzeć do restauracji na plaży, serwującej dania tunezyjskiej kuchni czy do kawiarni mauretańskiej. Bogata oferta sportów i zajęć to kolejny atut hotelu oferującego idealne rodzinne wakacje.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w centrum Yasmine, ok. 200 m od Parku Kartagina, ok. 400 m od Parku Rozrywki Mickey &amp; Mike, ok. 10 km od centrum HAMMAMETU; ok. 40 km od lotniska Enfidha.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBEMOUR/VITX/miniature650x367/tunezja/hammamet/hammamet/el-mouradi-hammamet_0.jpg?datago=1&t=637433454668881875,1
"Strona główna,lato 2021,tunezja",21,"Data rozpoczęcia:czw. 17.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Tropicana (Monastir),2 079,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>***</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Monastir</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Otoczony zielenią, położony przy szerokiej, piaszczystej plaży zaprasza na aktywne, rodzinne wakacje w Tunezji. Na miejscu są baseny dla dorosłych i dla dzieci, można zagrać w siatkówkę, piłkę nożną czy minigolfa. Dzieciaki ucieszą się z placu zabaw i zajęć w miniklubie, a dorośli będą mogli zregenerować siły w hotelowym centrum spa. Na wypoczynek po dniu pełnym wrażeń zapraszają wygodne pokoje urządzone w jasnych barwach. Doskonały stosunek jakości do ceny!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 10 km od centrum MONASTIRU; ok. 60 km od lotniska w Enfidha.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBETROP/VITX/miniature650x367/tunezja/monastir/monastyr/tropicana-(monastir)_0.jpg?datago=1&t=637432084716938516,1
"Strona główna,lato 2021,tunezja",25,"Data rozpoczęcia:czw. 23.09.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Le Soleil Bella Vista Resort (ex.Dessole),2 009,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Monastir</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Otoczony zielenią, ze wspaniałym widokiem na morze, położony tuż przy piaszczystej plaży z bezpłatnym serwisem, zadowoli nawet najbardziej wymagających Gości. Świetne miejsce zarówno na błogi relaks, jak i aktywny wypoczynek. Na miejscu czeka mnóstwo atrakcji, w tym 3 baseny, korty tenisowe i animacje dla całej rodziny, miłośnicy wodnych szaleństw mogą spróbować swoich sił w windsurfingu. Do tego popularna formuła all inclusive, obejmująca kilka restauracji i barów, w tym przy plaży.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 4 km od centrum Skanes, blisko korytarza powietrznego, ok. 10 km od MONASTIRU, ok. 10 km od Golf Club Flamingo, ok. 15 km od Sousse; ok. 500 m od lotniska w Monastirze, ok. 70 km od lotniska w Enfidha.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBEBELV/VITX/miniature650x367/tunezja/monastir/monastyr/le-soleil-bella-vista-resort-(ex.dessole)_0.jpg?datago=1&t=637437532967744063,1
"Strona główna,lato 2021,tunezja",22,"Data rozpoczęcia:czw. 23.09.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Sousse City Beach (ex Karawan),1 989,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>***</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Sousse</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Tutaj naprawdę można poczuć wakacyjną atmosferę! Utrzymany w śródziemnomorskim stylu, jest idealną propozycją na aktywny, rodzinny wypoczynek. Najmłodszych ucieszą kolorowe zjeżdżalnie oraz plac zabaw, smakoszy - bogata formuła all inclusive, a na wszystkich Gości czekają hotelowe animacje. Położony niedaleko centrum uwielbianego przez turystów Sousse, jest również dobrą bazą wypadową do zwiedzania okolicy oraz na prawdziwe, orientalne zakupy. Na terenie hotelu dostępny jest bezpłatny internet bezprzewodowy.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 300 m od centrum SOUSSE, najbliższe sklepy i bary przy hotelu; ok. 17 km od lotniska w Monastirze, ok. 48 km od lotniska w Enfidha; przystanek autobusowy ok. 100 m od hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBECITY/VITX/miniature650x367/tunezja/sousse/sousse/sousse-city-beach-(ex-karawan)_0.jpg?datago=1&t=637433142344422187,1
"Strona główna,lato 2021,tunezja",23,"Data rozpoczęcia:czw. 17.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Neptunia,1 909,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>***</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Monastir</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Komfortowy resort dla całej rodziny, położony w dzielnicy hotelowej Skanes tuż przy plaży, jednocześnie z łatwym dojazdem do centrum Monastiru. Na piaszczystej plaży można skorzystać z bogatej gamy sportów wodnych i bezpłatnego serwisu plażowego. Zadbane pokoje, ładny basen, formuła all inclusive oraz pomocna obsługa zapewnią pełen relaks i doskonałą wakacyjną atmosferę. Świetny zespół animatorów zadba o dobre samopoczucie dorosłych, a zabawy w miniklubie spodobają się najmłodszym.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w dzielnicy hotelowej Skanes, ok. 7 km od centrum MONASTIRU, przy drodze lokalnej, najbliższe sklepy ok. 1 km od hotelu; ok. 3 km od lotniska w Monastirze, ok. 55 km od lotniska w Enfidha; przystanek autobusowy ok. 200 m od hotelu (ok. 1 TND/Monastir).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBENEPT/VITX/miniature650x367/tunezja/monastir/monastyr/neptunia_0.jpg?datago=1&t=637433893916294687,1
"Strona główna,lato 2021,tunezja",23,"Data rozpoczęcia:czw. 23.09.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Dar El Manara,1 999,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Djerba</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Rodzinny wypoczynek w zadbanym hotelu Dar El Manara to komfort i przyjemnie spędzone wakacje w Tunezji. Dzieci miło spędzą czas w miniklubie i na placu zabaw, a rodzice wypoczną w centrum spa lub skorzystają z oferty sportowo-rekreacyjnej oferowanej przez hotel. W ciągu dnia można zrelaksować się przy basenach, zagrać w minigolfa czy tenisa. Warto wybrać się do pobliskiej Farmy Krokodyli - dobra zabawa dla całej rodziny gwarantowana!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 6 km od centrum MIDOUN, ok. 2 km od Farmy Krokodyli, 19 km od Houmt Souk; ok. 30 km od lotniska Djerba-Zarzis.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/DJEELMA/VITX/miniature650x367/tunezja/djerba/dzerba/dar-el-manara_0.jpg?datago=1&t=637433384984496484,1
"Strona główna,lato 2021,tunezja",28,"Data rozpoczęcia:czw. 03.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Katowice,Operator:Itaka",Cooee President,1 869,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>***</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Tunezja  /  Hammamet</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Kompleks hotelowy, składający się z budynku głównego i bungalowów - Tunisian Village - usytuowanych w rozległym tropikalnym ogrodzie. Tuż obok deptak z kafejkami, restauracjami i barami oraz piękna piaszczysta plaża. Skromny, ale zadbany i wygodny, polecany jest dla osób nastawionych na aktywny wypoczynek poza hotelem. Blisko stąd do aquaparku Flipper, który z pewnością urozmaici pobyt rodzinom z dziećmi.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w północnej części HAMMAMETU, ok. 6 km od centrum (dojazd taksówką: ok. 8 TND), ok. 11 km od strefy turystycznej Yasmine, obok hotelu aquapark Flipper; ok. 100 km od lotniska w Monastirze, ok. 65 km od lotniska w Enfidha.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/NBEPRES/VITX/miniature650x367/tunezja/hammamet/hammamet/cooee-president_0.jpg?datago=1&t=637436354479775313,1
"Strona główna,lato 2021,portugalia",23,"Data rozpoczęcia:pon. 21.06.2021,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Itaka",Jupiter Algarve,3 229,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Portugalia  /  Algarve</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Rewelacyjnie położony tuż przy jednej z najpiękniejszych plaż na Wybrzeżu Algarve - słynnej Praia da Rocha. To miejsce pełne rozrywki i zabawy, gdzie życie tętni 24 godziny na dobę. Blisko hotelu znajduje się promenada z knajpkami i restauracjami, niedaleko stąd także do zabytkowego Lagos. W hotelu na Gości czekają komfortowo urządzone pokoje, do dyspozycji są również dwa baseny, w tym jeden kryty oraz całodobowe centrum fitness. Idealna propozycja na romantyczne wakacje we dwoje!</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w dzielnicy hotelowej, ok. 3 km od centrum PORTIMAO, najbliższe sklepy i bary ok. 50 m od hotelu, ok. 600 m od mariny, ok. 25 km od Lagos, ok. 65 km od Cabo de Sao Vicente; ok. 70 km od lotniska w Faro; ok. 50 m od przystanku autobusowego (centrum Portimao).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/FAOJUPI/VITX/miniature650x367/portugalia/algarve/portimao/jupiter-algarve_0.jpg?datago=1&t=637432082889194297,1
"Strona główna,lato 2021,portugalia",26,"Data rozpoczęcia:wt. 07.09.2021,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Itaka",Four Views Oasis (Canico),3 289,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Madera  /</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Pięknie położony nad samym morzem, z fantastycznymi widokami na Ilhas Desertas. Harmonijnie wkomponowany w krajobraz, ma zadbany basen z dużym słonecznym tarasem i zielony ogród z palmami i egzotycznymi roślinami. Wspaniała atmosfera i pełen relaks w ładnym otoczeniu. Wygodne, jasne pokoje są utrzymane w idealnej czystości. Urozmaicona kuchnia i świetny serwis dopełniają komfortowych i spokojnych wakacji.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 3 km od centrum CANICO, przy promenadzie, w spokojnej okolicy, ok. 12 km od Funchal; ok. 11 km od lotniska w Santa Cruz; ok. 20 m od przystanku autobusowego (ok. 2 EUR/Funchal); bezpłatny bus hotelowy do Funchal (pon.-sob., kilka razy dziennie).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/FNCFORO/VITX/miniature650x367/portugalia/madera/canico/four-views-oasis-(canico)_0.jpg?datago=1&t=637433179286909141,1
"Strona główna,lato 2021,portugalia",26,"Data rozpoczęcia:wt. 14.09.2021,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Poznań,Operator:Itaka",Four Views Baia,3 359,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Madera  /</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Nietuzinkowy hotel w rewelacyjnym miejscu. Blisko centrum Funchal - stolicy wyspy pełnej zabytków i rozrywek, z pięknym widokiem na ocean, wyspy i góry. Ten stylowy hotel grupy Four Views oferuje nowoczesne, designerskie wnętrza, dzieło znanej projektantki Nini Andrade Silvy, idealne połączenie wygody, funkcji i zaawansowanych technologii. Pięknie usytuowany basen, hotelowe spa z oryginalnymi zabiegami, pełen życia bar Woogie Boogie i wygodne pokoje gwarantują komfortowe i niezapomniane wakacje.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 500 m od centrum FUNCHAL, na wzgórzu, nad drogą; ok. 21 km od lotniska w Santa Cruz; ok. 200 m od przystanku autobusowego; bezpłatny bus do Funchal kilka razy dziennie (w miarę dostępności, konieczna wcześniejsza rezerwacja).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/FNCFORB/VITX/miniature650x367/portugalia/madera/funchal/four-views-baia_0.jpg?datago=1&t=637434232220113046,1
"Strona główna,lato 2021,portugalia",24,"Data rozpoczęcia:sob. 04.09.2021,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Itaka",Madeira Panoramico,3 359,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Madera  /</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Położony na wzgórzu, z którego roztacza się piękny widok na ocean, góry i okolice Funchal, jest szczególnie polecany osobom szukającym dobrego standardu wypoczynku i kameralnej atmosfery. Wygodne pokoje są utrzymane w nienagannej czystości. Ceniony za apetyczne i smaczne posiłki, sympatyczną i zawsze pomocną obsługę jest idealny na wyjątkowe maderyjskie wakacje. Dzięki sprawnej komunikacji lokalnej jest dobrą bazą wypadową do zwiedzania wyspy i odkrywania jej uroków, natomiast bezpłatny bus hotelowy pozwala korzystać z atrakcji stolicy wyspy.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 3 km od centrum FUNCHAL, na wzgórzu, najbliższe sklepy i restauracje ok. 500 m od hotelu, ok. 2 km od oceanu; ok. 22 km od lotniska w Santa Cruz; przystanek autobusowy przy hotelu; bezpłatny bus hotelowy do centrum Funchal (2 razy dziennie; oprócz niedziel).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/FNCPANO/VITX/miniature650x367/portugalia/madera/funchal/madeira-panoramico_0.jpg?datago=1&t=637432314839734687,1
"Strona główna,lato 2021,portugalia",20,"Data rozpoczęcia:sob. 12.06.2021,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Itaka",Allegro Madeira,3 219,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Madera  /</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Stylowy i szykowny, przeznaczony tylko dla osób dorosłych, jest idealnym miejscem na spokojny wypoczynek w klimatycznym otoczeniu. Nowoczesny wystrój wnętrz i elegancko urządzone pokoje zapewniają niepowtarzalną atmosferę, której dopełnieniem są niesamowite, panoramiczne widoki na wyspę i Ocean Atlantycki. Szczególnie piękne krajobrazy roztaczają się z poziomu baru, położonego na dachu - to miejsce wprawi Gości w prawdziwie romantyczny nastrój! Do dyspozycji jest także basen, centrum wellness oraz restauracja serwująca dania kuchni międzynarodowej i maderskiej, przygotowywane z lokalnych produktów. Warto wyruszyć stąd do centrum Funchal, które kusi licznymi knajpkami i restauracjami.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>ok. 3 km od centrum stolicy wyspy FUNCHAL, przy nadmorskiej promenadzie, w dzielnicy hotelowej Lido, w pobliżu sklepy, restauracje, bary; ok. 20 km od lotniska w Santa Cruz; przystanek autobusowy tuż przy hotelu (ok. 2 EUR/Funchal).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/FNCALMA/VITX/miniature650x367/portugalia/madera/funchal/allegro-madeira_0.jpg?datago=1&t=637433181405385949,1
"Strona główna,lato 2021,portugalia",25,"Data rozpoczęcia:pon. 20.09.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Warszawa,Operator:Itaka",Atismar (ex Luna),3 229,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>***</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Portugalia  /  Algarve</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis oferty: :</h3>,<p>Zadbany, w samym centrum przyjemnego nadmorskiego miasteczka, jest świetnym miejscem na słoneczne portugalskie wakacje. Hotel należy do sieci Luna Hotels &amp; Resorts i oferuje wygodny pobyt za dobrą cenę. Znakomite położenie tylko parę kroków od przepięknej piaszczystej plaży i promenady ciągnącej się 2,5 km, przy której jest kilka barów i restauracji, blisko sklepów. Raz w tygodniu w pobliżu hotelu odbywa się tradycyjny targ.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE: :</h3>,<p>w centrum miejscowości QUARTEIRA, przy ulicy i nadmorskiej promenadzie, w pobliżu bary, restauracje i sklepy, ok. 2 km od Vilamoura, ok. 4 km od aquaparku Aqua Show Family Park Quarteira; ok. 25 km od lotniska w Faro; przystanek autobusowy ok. 200 m od hotelu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA: :</h3>",https://cdntravelplanet.pl/FAOATIS/VITX/miniature650x367/portugalia/algarve/quarteira/atismar-(ex-luna)_0.jpg?datago=1&t=637437365903671797,1
